Species,Temperature (°C),Soil Moisture (%),Altitude (m),Soil pH,Light Hours,Germination Rate (%)
Gladiolus,44.39,24.79,2039,7.67,8.86,0.0
Gladiolus,11.65,26.97,2510,6.59,11.38,0.0
Gladiolus,33.99,68.2,2181,6.82,6.84,0.0
Gladiolus,38.99,36.08,1153,4.79,10.69,0.0
Gladiolus,13.82,30.5,2992,7.57,15.07,0.0
Gladiolus,7.15,42.16,2090,7.95,13.65,0.0
Gladiolus,13.64,87.77,2921,7.6,13.44,0.0
Gladiolus,22.55,91.24,2355,7.74,8.62,0.03
Gladiolus,44.39,36.19,2971,5.96,12.66,0.0
Gladiolus,39.46,74.69,1012,5.93,9.94,0.0
Gladiolus,22.9,78.42,2207,5.63,13.04,16.96
Gladiolus,8.4,27.92,3010,5.18,8.49,0.0
Gladiolus,43.97,79.27,1309,4.57,14.65,0.0
Gladiolus,28.2,76.08,792,7.13,11.35,0.26
Gladiolus,31.8,81.92,3277,7.0,8.71,0.01
Gladiolus,17.11,41.51,473,6.17,13.43,0.03
Gladiolus,18.27,53.12,792,6.49,6.4,0.48
Gladiolus,19.35,53.48,674,6.05,10.28,4.75
Gladiolus,44.56,70.17,3072,5.77,7.58,0.0
Gladiolus,42.72,40.7,887,4.81,15.57,0.0
Gladiolus,18.96,41.2,1247,6.47,7.04,0.39
Gladiolus,38.2,63.83,1544,6.81,6.84,0.0
Gladiolus,25.21,87.61,3183,6.53,14.78,0.14
Gladiolus,10.11,67.82,1459,5.59,9.32,0.01
Gladiolus,38.69,43.97,2524,6.4,14.3,0.0
Gladiolus,17.76,26.26,2202,5.93,14.37,0.0
Gladiolus,33.78,49.56,3292,7.77,7.13,0.0
Gladiolus,19.84,80.35,1495,4.67,7.05,0.39
Gladiolus,23.79,37.34,2449,5.88,13.46,0.36
Gladiolus,14.22,85.97,1715,4.87,7.7,0.04
Gladiolus,5.77,57.01,2651,7.4,7.31,0.0
Gladiolus,32.71,41.82,642,4.64,9.67,0.0
Gladiolus,11.05,43.43,3156,4.84,7.29,0.0
Gladiolus,14.73,43.75,1457,4.82,14.67,0.0
Gladiolus,29.17,46.9,2810,7.34,10.65,0.02
Gladiolus,15.6,26.31,2920,7.9,6.84,0.0
Gladiolus,37.42,89.67,1287,6.88,14.02,0.0
Gladiolus,10.16,57.56,1756,4.83,8.25,0.0
Gladiolus,12.19,69.07,590,4.62,12.9,0.0
Gladiolus,9.46,28.11,1812,5.08,15.71,0.0
Gladiolus,12.99,45.75,1178,7.97,15.37,0.0
Gladiolus,7.46,77.36,613,7.77,8.52,0.0
Gladiolus,8.43,50.6,2773,6.19,10.71,0.0
Gladiolus,12.83,67.11,2709,4.62,11.99,0.0
Gladiolus,20.14,82.13,1039,6.14,11.26,16.33
Gladiolus,15.5,22.56,595,4.83,15.65,0.0
Gladiolus,8.48,94.89,633,5.98,10.08,0.0
Gladiolus,27.24,31.93,1793,6.04,8.54,0.14
Gladiolus,21.18,82.2,1377,5.73,7.97,21.2
Gladiolus,20.36,74.56,3228,6.66,15.1,0.19
Gladiolus,26.98,49.66,492,7.86,6.16,0.0
Gladiolus,11.62,46.69,2636,6.75,11.43,0.0
Gladiolus,23.08,46.58,2690,7.86,7.38,0.0
Gladiolus,34.73,32.4,1783,5.33,10.06,0.0
Gladiolus,17.9,69.52,415,6.89,10.99,0.59
Gladiolus,18.68,79.2,3162,4.75,6.97,0.09
Gladiolus,35.01,29.03,1959,4.88,6.5,0.0
Gladiolus,32.53,89.43,2738,7.85,7.53,0.0
Gladiolus,10.28,22.19,1504,4.83,9.28,0.0
Gladiolus,19.86,77.85,2352,5.88,12.28,22.53
Gladiolus,5.13,34.71,3140,7.24,11.11,0.0
Gladiolus,34.13,56.78,1684,5.39,9.79,0.01
Gladiolus,5.45,82.56,1166,7.7,9.04,0.0
Gladiolus,22.65,57.63,880,6.05,10.56,19.45
Gladiolus,9.02,31.0,1971,5.58,7.87,0.0
Gladiolus,34.15,37.93,1202,7.12,15.16,0.0
Gladiolus,14.17,75.39,2543,6.36,8.72,0.79
Gladiolus,6.96,60.34,2049,4.75,7.3,0.0
Gladiolus,23.93,42.79,2665,7.45,6.51,0.01
Gladiolus,16.56,67.22,922,5.77,7.85,2.6
Gladiolus,24.35,69.54,1716,7.03,15.72,0.16
Gladiolus,35.05,32.03,1846,5.87,6.92,0.0
Gladiolus,16.62,92.66,1752,6.69,9.43,0.88
Gladiolus,31.6,49.62,1718,7.74,9.05,0.0
Gladiolus,34.68,32.68,1010,7.72,15.8,0.0
Gladiolus,24.43,25.11,1557,4.66,14.27,0.0
Gladiolus,39.96,68.99,2932,6.05,7.99,0.0
Gladiolus,17.96,58.23,2426,5.49,15.38,0.24
Gladiolus,10.82,38.74,1040,6.52,10.25,0.0
Gladiolus,31.62,84.21,844,6.92,6.33,0.01
Gladiolus,33.73,28.86,2838,7.14,9.66,0.0
Gladiolus,36.47,21.85,1649,5.59,7.85,0.0
Gladiolus,10.61,63.65,839,7.4,14.15,0.0
Gladiolus,24.18,92.08,3045,6.11,10.21,4.0
Gladiolus,32.55,88.86,1419,6.53,14.36,0.0
Gladiolus,39.91,78.22,1279,6.1,6.9,0.0
Gladiolus,31.76,38.78,1084,7.5,9.01,0.0
Gladiolus,26.47,91.16,2661,6.48,7.81,1.7
Gladiolus,5.27,93.36,720,6.11,13.78,0.0
Gladiolus,28.19,64.59,1753,7.33,12.77,0.16
Gladiolus,43.69,90.99,864,7.96,9.64,0.0
Gladiolus,16.48,43.68,1520,7.2,7.11,0.02
Gladiolus,35.96,37.56,1042,7.96,10.77,0.0
Gladiolus,33.88,30.6,1837,6.05,10.84,0.0
Gladiolus,42.63,75.76,460,4.77,15.16,0.0
Gladiolus,18.32,88.24,2003,5.56,11.02,7.03
Gladiolus,7.75,88.96,1389,5.72,6.35,0.0
Gladiolus,37.34,86.66,532,5.5,10.7,0.0
Gladiolus,42.81,34.03,2444,6.32,11.08,0.0
Gladiolus,9.18,90.73,2386,7.75,7.66,0.0
Gladiolus,38.46,24.16,828,4.89,14.67,0.0
Gladiolus,29.86,43.88,1846,4.56,7.41,0.0
Gladiolus,35.12,80.64,2521,5.16,10.56,0.0
Gladiolus,41.74,70.7,3395,4.89,7.12,0.0
Gladiolus,9.4,70.89,2057,5.74,10.39,0.01
Gladiolus,37.03,63.34,1299,4.53,11.1,0.0
Gladiolus,24.95,87.2,1992,6.99,15.39,0.09
Gladiolus,30.02,89.01,3326,5.17,8.26,0.03
Gladiolus,29.15,69.66,2912,7.07,13.89,0.05
Gladiolus,29.6,85.19,2346,4.63,14.75,0.0
Gladiolus,8.49,85.2,2142,6.31,10.24,0.0
Gladiolus,11.77,74.05,1387,7.39,13.41,0.0
Gladiolus,28.81,58.46,1790,7.31,12.52,0.1
Gladiolus,9.34,84.41,1278,5.54,15.31,0.0
Gladiolus,24.64,52.13,1584,6.86,6.38,1.03
Gladiolus,37.8,28.02,1168,7.42,14.81,0.0
Gladiolus,15.28,30.32,1279,4.86,10.57,0.0
Gladiolus,34.77,94.21,631,7.15,15.1,0.0
Gladiolus,30.66,34.66,3231,4.65,6.81,0.0
Gladiolus,36.41,88.93,1416,6.19,9.46,0.0
Gladiolus,17.38,69.6,3165,7.85,15.9,0.0
Gladiolus,19.88,85.8,1138,5.11,13.04,1.04
Gladiolus,5.26,20.34,2506,5.79,7.89,0.0
Gladiolus,37.11,59.62,2435,6.2,9.09,0.0
Gladiolus,28.91,43.11,2742,5.26,15.05,0.01
Gladiolus,23.21,47.63,1640,6.47,11.8,6.91
Gladiolus,32.05,36.05,3130,5.98,15.34,0.0
Gladiolus,17.15,34.77,3245,6.63,7.24,0.01
Gladiolus,23.12,32.36,1142,6.11,10.27,0.38
Gladiolus,19.08,39.18,511,5.98,15.96,0.0
Gladiolus,28.89,24.71,810,5.75,8.16,0.0
Gladiolus,15.27,51.61,1764,7.1,12.84,0.05
Gladiolus,24.24,78.06,552,5.44,13.56,1.16
Gladiolus,30.98,64.48,3361,7.91,14.16,0.0
Gladiolus,39.48,77.91,2291,6.1,10.71,0.0
Gladiolus,5.62,76.94,2410,6.87,14.25,0.0
Gladiolus,31.79,65.06,930,7.63,13.08,0.0
Gladiolus,32.66,48.11,2808,7.12,13.65,0.0
Gladiolus,30.37,63.17,2717,6.16,15.6,0.03
Gladiolus,30.85,28.79,413,5.19,14.96,0.0
Gladiolus,19.48,54.91,1412,6.39,9.78,15.69
Gladiolus,12.45,57.09,2935,6.83,15.9,0.0
Gladiolus,21.56,56.7,2435,6.52,10.45,21.84
Gladiolus,29.85,89.12,3273,5.01,9.28,0.03
Gladiolus,39.86,61.3,2191,7.45,8.23,0.0
Gladiolus,31.82,39.58,2684,6.0,13.67,0.0
Gladiolus,39.58,88.36,1851,7.19,8.95,0.0
Gladiolus,24.74,73.99,454,6.75,14.17,0.31
Gladiolus,20.04,78.91,1956,7.5,13.17,0.17
Gladiolus,44.67,21.99,2668,6.34,10.59,0.0
Gladiolus,15.94,27.11,694,6.59,8.86,0.0
Gladiolus,23.64,38.05,587,7.87,8.38,0.0
Gladiolus,19.09,83.8,648,7.77,6.31,0.0
Gladiolus,34.33,68.86,2598,5.47,12.54,0.01
Gladiolus,44.88,22.71,3291,6.8,13.89,0.0
Gladiolus,29.0,54.1,2023,6.63,13.5,0.38
Gladiolus,37.41,40.27,2369,6.71,7.58,0.0
Gladiolus,10.91,25.5,1744,6.05,7.46,0.0
Gladiolus,17.83,69.43,1430,4.58,7.6,0.21
Gladiolus,15.45,21.88,2604,7.86,12.13,0.0
Gladiolus,36.16,63.0,1106,4.82,6.55,0.0
Gladiolus,31.98,20.02,1312,5.77,9.59,0.0
Gladiolus,15.55,73.94,2470,6.74,12.28,0.8
Gladiolus,19.02,77.53,2376,5.34,10.45,13.44
Gladiolus,17.86,58.02,879,5.26,12.67,0.88
Gladiolus,28.22,68.7,2893,6.04,10.57,5.64
Gladiolus,10.21,28.28,901,6.38,14.12,0.0
Gladiolus,28.04,61.72,1163,5.99,9.36,7.83
Gladiolus,7.15,49.08,450,5.07,13.33,0.0
Gladiolus,24.31,59.16,2151,6.14,12.07,29.24
Gladiolus,18.09,34.16,1049,4.89,15.75,0.0
Gladiolus,32.76,20.63,1240,5.6,8.5,0.0
Gladiolus,19.94,47.02,2272,6.08,15.99,0.11
Gladiolus,43.2,66.81,2594,6.51,6.94,0.0
Gladiolus,5.46,58.42,2345,6.58,14.62,0.0
Gladiolus,23.69,51.68,1532,7.82,14.22,0.0
Gladiolus,6.5,80.64,3332,5.72,7.08,0.0
Gladiolus,42.25,47.33,1165,5.09,9.13,0.0
Gladiolus,21.96,86.53,706,6.79,12.42,1.25
Gladiolus,32.78,26.51,2313,7.59,15.89,0.0
Gladiolus,17.68,27.51,3286,5.56,15.03,0.0
Gladiolus,24.85,61.61,2261,5.7,11.25,34.51
Gladiolus,35.49,56.02,1713,6.84,15.17,0.0
Gladiolus,11.47,50.63,2706,5.66,6.87,0.0
Gladiolus,12.15,51.51,2393,5.61,9.31,0.04
Gladiolus,23.57,20.95,1762,7.37,15.35,0.0
Gladiolus,31.07,57.17,483,7.12,11.18,0.01
Gladiolus,16.88,92.93,1650,6.93,15.27,0.01
Gladiolus,9.8,78.96,1995,7.24,14.49,0.0
Gladiolus,15.05,66.63,788,7.88,9.82,0.0
Gladiolus,29.59,34.92,468,5.64,8.57,0.01
Gladiolus,28.31,24.0,2086,5.5,13.04,0.0
Gladiolus,26.72,38.77,630,6.87,8.02,0.03
Gladiolus,15.31,48.99,1650,7.91,13.78,0.0
Gladiolus,14.22,75.06,2516,5.05,12.58,0.1
Gladiolus,41.8,77.0,1569,5.11,6.21,0.0
Gladiolus,28.56,48.87,2632,5.03,6.8,0.07
Gladiolus,44.94,25.59,1228,7.24,13.91,0.0
Gladiolus,18.98,79.73,2887,6.5,9.99,8.08
Gladiolus,42.39,72.26,452,6.77,9.88,0.0
Gladiolus,8.74,77.41,2422,7.96,11.75,0.0
Gladiolus,40.03,21.83,3238,6.43,14.48,0.0
Gladiolus,5.83,35.17,3282,4.94,13.02,0.0
Gladiolus,32.99,27.84,704,7.91,13.66,0.0
Gladiolus,27.4,93.81,1397,6.74,9.98,0.95
Gladiolus,9.62,54.8,1636,6.19,15.57,0.0
Gladiolus,25.34,32.83,2607,5.93,6.96,0.1
Gladiolus,17.19,88.98,811,5.72,15.24,0.05
Gladiolus,7.24,93.14,1226,5.83,10.07,0.0
Gladiolus,30.09,29.47,1825,4.55,10.44,0.0
Gladiolus,5.85,24.55,1133,6.31,8.65,0.0
Gladiolus,40.98,28.18,1476,4.55,15.37,0.0
Gladiolus,31.43,30.97,1501,6.55,7.81,0.0
Gladiolus,8.3,76.51,2999,7.53,8.94,0.0
Gladiolus,12.76,26.69,2036,7.98,15.58,0.0
Gladiolus,8.81,44.99,442,7.54,15.78,0.0
Gladiolus,38.74,65.62,835,4.51,15.18,0.0
Gladiolus,32.37,77.41,552,5.04,6.56,0.0
Gladiolus,8.48,40.94,1235,6.83,9.59,0.0
Gladiolus,24.23,54.1,2791,5.43,7.51,3.73
Gladiolus,23.46,34.31,2312,4.7,14.25,0.0
Gladiolus,23.39,50.94,1575,7.32,7.99,0.44
Gladiolus,16.2,46.54,1223,6.75,11.33,0.27
Gladiolus,7.11,60.82,2579,7.37,10.43,0.0
Gladiolus,20.61,31.11,2209,7.27,8.07,0.01
Gladiolus,28.03,51.55,1813,7.66,10.97,0.02
Gladiolus,35.46,34.9,1193,7.0,7.9,0.0
Gladiolus,6.54,62.75,2066,4.82,8.21,0.0
Gladiolus,21.03,60.02,1786,5.98,15.27,1.93
Gladiolus,42.24,29.36,2064,5.43,7.64,0.0
Gladiolus,15.26,87.34,1923,6.87,11.54,0.31
Gladiolus,19.01,67.86,2079,7.09,9.55,4.42
Gladiolus,13.85,57.35,2200,4.92,8.48,0.06
Gladiolus,24.7,80.85,2066,5.52,8.19,20.61
Gladiolus,7.99,75.28,1279,7.12,8.67,0.0
Gladiolus,33.17,33.59,643,4.87,11.08,0.0
Gladiolus,18.83,81.23,3005,4.74,11.1,0.32
Gladiolus,19.39,88.95,1057,5.97,9.03,7.22
Gladiolus,42.94,58.79,2970,5.12,12.52,0.0
Gladiolus,31.72,91.9,3008,5.53,10.35,0.03
Gladiolus,38.48,69.24,761,6.34,10.85,0.0
Gladiolus,20.7,24.37,3017,6.07,8.59,0.01
Gladiolus,17.43,26.07,932,7.34,10.01,0.0
Gladiolus,14.61,54.98,1065,6.42,6.49,0.11
Gladiolus,44.83,62.5,899,5.95,7.92,0.0
Gladiolus,38.74,29.55,761,5.78,6.54,0.0
Gladiolus,30.0,60.0,1274,7.7,10.81,0.01
Gladiolus,6.0,24.94,1693,4.97,7.18,0.0
Gladiolus,28.37,67.22,1692,5.7,14.05,1.46
Gladiolus,28.52,34.81,3049,6.05,13.32,0.01
Gladiolus,34.74,83.22,1684,7.34,6.63,0.0
Gladiolus,25.15,31.38,666,6.88,6.95,0.01
Gladiolus,33.01,60.67,2832,7.1,13.33,0.0
Gladiolus,36.45,75.23,1570,6.43,13.87,0.0
Gladiolus,22.71,94.53,2939,7.91,15.14,0.0
Gladiolus,38.66,52.79,1352,7.03,13.54,0.0
Gladiolus,10.75,22.18,784,5.82,7.72,0.0
Gladiolus,18.97,79.92,3045,6.51,7.6,2.72
Gladiolus,9.2,72.23,2920,7.62,13.52,0.0
Gladiolus,22.09,63.47,1845,5.74,13.39,17.68
Gladiolus,42.04,31.57,1283,7.0,7.91,0.0
Gladiolus,34.52,45.0,2388,6.83,12.7,0.0
Gladiolus,34.34,28.0,973,5.99,9.72,0.0
Gladiolus,26.25,55.53,2688,7.82,14.67,0.0
Gladiolus,37.3,50.2,809,5.53,7.8,0.0
Gladiolus,17.0,37.3,1718,5.81,7.82,0.23
Gladiolus,23.52,82.63,734,6.78,6.19,0.65
Gladiolus,20.14,40.13,2252,7.38,6.85,0.02
Gladiolus,21.56,59.44,3288,7.61,11.01,0.05
Gladiolus,10.68,36.77,1262,5.24,13.41,0.0
Gladiolus,32.28,32.88,2953,5.82,15.89,0.0
Gladiolus,14.68,66.36,2863,6.27,9.85,1.06
Gladiolus,22.38,60.69,2439,6.94,11.15,8.03
Gladiolus,16.76,63.35,1682,4.82,12.14,0.46
Gladiolus,5.08,55.58,2227,7.18,14.96,0.0
Gladiolus,18.08,22.5,429,6.55,7.37,0.0
Gladiolus,11.4,50.77,3057,7.31,10.44,0.0
Gladiolus,6.9,71.52,418,7.63,10.35,0.0
Gladiolus,25.71,69.34,2520,4.85,7.42,1.19
Gladiolus,11.24,66.72,2467,4.53,14.02,0.0
Gladiolus,29.23,27.09,789,4.81,13.06,0.0
Gladiolus,24.56,63.82,556,4.56,12.51,0.08
Gladiolus,37.74,53.78,2510,6.82,14.52,0.0
Gladiolus,17.0,65.09,790,7.2,7.02,0.09
Gladiolus,43.86,27.36,1730,5.9,11.24,0.0
Gladiolus,36.04,23.7,2086,5.19,6.07,0.0
Gladiolus,25.74,71.64,611,4.58,15.52,0.0
Gladiolus,40.13,38.93,3394,4.56,12.07,0.0
Gladiolus,40.88,66.96,1929,5.23,12.41,0.0
Gladiolus,19.75,87.32,1328,6.6,9.97,8.12
Gladiolus,19.8,72.21,2965,6.4,7.24,5.8
Gladiolus,23.9,37.14,2884,7.61,7.39,0.0
Gladiolus,18.4,50.19,2440,6.21,9.72,6.81
Gladiolus,14.74,72.68,2508,7.34,12.54,0.03
Gladiolus,24.89,39.84,2805,6.07,12.4,0.65
Gladiolus,29.19,82.36,1955,7.1,13.05,0.14
Gladiolus,22.07,90.82,1515,7.03,14.56,0.17
Gladiolus,37.53,44.15,3088,6.35,13.98,0.0
Gladiolus,41.11,40.2,1513,6.19,10.27,0.0
Gladiolus,23.79,74.09,3303,4.74,11.87,0.31
Gladiolus,9.71,68.69,2677,7.5,6.38,0.0
Gladiolus,38.35,21.47,1316,6.29,11.46,0.0
Gladiolus,42.08,29.72,950,6.29,9.03,0.0
Gladiolus,39.6,71.57,2263,6.82,6.41,0.0
Gladiolus,10.82,79.15,2978,6.83,15.41,0.0
Gladiolus,33.16,67.57,2907,4.79,7.78,0.0
Gladiolus,24.04,64.54,2243,7.83,6.35,0.02
Gladiolus,30.17,45.59,1460,7.68,10.45,0.0
Gladiolus,24.01,50.09,1537,4.54,8.89,0.24
Gladiolus,17.1,94.89,1761,7.33,13.83,0.01
Gladiolus,9.61,82.41,996,7.06,14.42,0.0
Gladiolus,40.19,60.27,855,5.19,10.63,0.0
Gladiolus,42.14,77.82,2707,4.72,12.67,0.0
Gladiolus,32.47,23.96,3231,7.91,14.38,0.0
Gladiolus,38.36,36.05,2508,4.91,10.14,0.0
Gladiolus,6.43,86.06,2918,5.04,15.87,0.0
Gladiolus,22.88,57.33,2282,6.96,8.57,5.9
Gladiolus,5.28,26.05,3082,6.89,12.0,0.0
Gladiolus,38.21,53.59,2208,6.79,6.61,0.0
Gladiolus,35.67,40.34,1071,6.19,13.49,0.0
Gladiolus,15.34,78.41,1689,7.8,7.49,0.0
Gladiolus,16.68,87.84,2038,6.34,8.01,2.38
Gladiolus,42.21,25.3,891,7.52,10.61,0.0
Gladiolus,19.25,33.37,3327,6.29,14.53,0.0
Gladiolus,28.98,62.85,1658,7.2,12.2,0.24
Gladiolus,33.59,80.15,590,5.79,7.57,0.01
Gladiolus,7.63,72.49,899,5.31,13.47,0.0
Gladiolus,42.37,43.16,2309,5.63,14.75,0.0
Gladiolus,8.07,89.28,599,5.21,12.58,0.0
Gladiolus,10.96,32.24,2893,7.16,14.21,0.0
Gladiolus,23.36,87.38,1673,7.37,14.38,0.07
Gladiolus,42.01,81.29,532,6.41,7.83,0.0
Gladiolus,26.58,28.63,2445,7.37,11.76,0.0
Gladiolus,32.67,94.5,2180,5.02,13.74,0.0
Gladiolus,19.62,93.97,1560,4.85,11.96,0.34
Gladiolus,12.89,42.3,2665,7.42,13.8,0.0
Gladiolus,24.99,53.37,2616,6.79,7.53,2.12
Gladiolus,31.01,83.01,3210,5.37,8.72,0.06
Gladiolus,35.32,71.66,1653,6.71,9.37,0.0
Gladiolus,9.01,61.91,1262,6.62,9.1,0.0
Gladiolus,35.47,28.11,1959,7.73,8.1,0.0
Gladiolus,36.13,71.2,424,5.2,12.99,0.0
Gladiolus,42.09,52.26,879,4.58,9.99,0.0
Gladiolus,18.98,61.71,500,7.22,6.3,0.05
Gladiolus,7.26,39.25,2858,7.38,8.38,0.0
Gladiolus,23.76,93.68,2652,7.65,14.11,0.0
Gladiolus,14.77,50.98,3241,5.5,15.86,0.0
Gladiolus,21.87,47.48,2388,6.95,9.48,2.08
Gladiolus,41.72,82.77,1332,7.16,14.84,0.0
Gladiolus,16.88,88.94,1574,6.09,13.43,1.01
Gladiolus,35.95,23.81,2031,5.75,9.96,0.0
Gladiolus,17.1,42.16,1906,4.84,6.04,0.01
Gladiolus,37.14,45.31,2248,7.34,6.33,0.0
Gladiolus,33.86,81.32,495,6.03,6.7,0.0
Gladiolus,37.74,47.14,801,5.96,15.35,0.0
Gladiolus,39.73,80.94,2139,6.03,11.2,0.0
Gladiolus,17.83,40.61,1197,5.34,10.63,0.36
Gladiolus,15.24,56.34,3088,5.13,8.18,0.1
Gladiolus,38.85,47.09,1592,7.64,13.48,0.0
Gladiolus,17.58,70.24,1466,6.17,12.44,9.66
Gladiolus,35.34,55.06,2481,5.13,13.86,0.0
Gladiolus,27.75,52.1,3065,7.0,8.99,0.21
Gladiolus,22.17,61.72,1633,7.4,10.04,1.43
Gladiolus,13.59,48.86,1092,5.42,7.94,0.04
Gladiolus,42.17,80.22,2295,7.41,6.54,0.0
Gladiolus,14.2,41.41,3344,4.91,14.52,0.0
Gladiolus,27.66,69.38,1018,7.55,12.94,0.03
Gladiolus,7.88,32.08,722,4.52,9.71,0.0
Gladiolus,24.03,93.61,3353,7.82,12.66,0.0
Gladiolus,36.68,23.44,2437,4.57,8.14,0.0
Gladiolus,42.95,42.45,3089,7.33,6.97,0.0
Gladiolus,24.11,88.71,2975,5.76,14.24,0.74
Gladiolus,39.32,38.76,3371,7.87,13.06,0.0
Gladiolus,19.79,69.37,2544,7.76,11.11,0.08
Gladiolus,33.67,47.08,1742,6.12,9.79,0.01
Gladiolus,9.35,85.33,871,5.08,8.22,0.0
Gladiolus,17.39,91.08,2078,6.38,7.45,1.62
Gladiolus,5.49,34.97,2057,5.81,9.33,0.0
Gladiolus,33.7,34.57,2939,6.52,11.57,0.0
Gladiolus,35.41,49.96,2634,6.77,7.44,0.0
Gladiolus,16.28,24.78,1347,5.17,7.51,0.0
Gladiolus,24.45,53.56,2555,6.52,13.28,3.1
Gladiolus,19.72,48.49,437,5.29,13.19,0.15
Gladiolus,21.03,43.61,2791,6.03,6.39,0.68
Gladiolus,6.37,72.02,2390,7.8,12.31,0.0
Gladiolus,29.87,76.44,3395,6.33,8.38,0.25
Gladiolus,16.62,87.81,1542,6.22,10.25,3.87
Gladiolus,27.08,27.08,1962,5.22,8.83,0.01
Gladiolus,5.6,29.43,3293,5.22,10.59,0.0
Gladiolus,44.96,77.5,2824,6.72,12.58,0.0
Gladiolus,12.83,45.38,1273,7.48,7.98,0.0
Gladiolus,44.93,63.15,1468,6.73,6.58,0.0
Gladiolus,41.73,48.18,455,7.29,6.08,0.0
Gladiolus,6.36,88.87,2510,4.79,11.6,0.0
Gladiolus,41.93,53.89,2937,4.58,7.01,0.0
Gladiolus,9.1,37.03,467,5.39,7.28,0.0
Gladiolus,6.93,93.1,3255,7.31,15.89,0.0
Gladiolus,26.68,90.11,3392,6.44,12.99,0.21
Gladiolus,7.05,20.26,1267,6.19,11.63,0.0
Gladiolus,9.82,90.82,3268,5.49,7.77,0.0
Gladiolus,28.78,67.09,2206,5.07,13.21,0.48
Gladiolus,31.9,31.03,950,4.86,9.99,0.0
Gladiolus,18.85,49.42,2783,6.9,13.25,0.26
Gladiolus,17.65,75.4,1795,7.53,11.0,0.2
Gladiolus,36.81,65.68,1437,5.81,6.15,0.0
Gladiolus,42.61,30.35,1918,6.34,12.99,0.0
Gladiolus,37.51,59.06,1582,6.84,14.37,0.0
Gladiolus,39.63,70.61,424,4.81,13.75,0.0
Gladiolus,29.15,47.79,1370,6.53,6.35,0.12
Gladiolus,26.44,52.18,1686,5.27,9.06,4.1
Gladiolus,16.07,92.12,2780,7.67,7.21,0.0
Gladiolus,24.97,35.57,1591,7.47,10.77,0.01
Gladiolus,14.5,91.95,3338,6.28,7.4,0.02
Gladiolus,17.84,56.97,1265,6.38,15.71,0.14
Gladiolus,23.76,77.96,2093,7.4,9.03,1.28
Gladiolus,36.66,46.82,947,7.21,8.52,0.0
Gladiolus,39.53,41.72,2243,6.18,12.96,0.0
Gladiolus,26.56,32.26,1969,6.89,14.82,0.0
Gladiolus,17.34,71.32,1787,5.06,9.71,3.75
Gladiolus,20.24,22.53,2938,5.49,11.13,0.01
Gladiolus,35.94,80.64,2780,6.6,12.82,0.0
Gladiolus,25.64,41.93,409,6.04,10.48,0.38
Gladiolus,27.33,65.25,692,5.1,8.83,0.95
Gladiolus,28.81,41.34,846,4.93,6.66,0.01
Gladiolus,18.86,32.84,1159,5.8,7.6,0.1
Gladiolus,25.38,78.75,1921,6.14,12.84,16.99
Gladiolus,43.38,65.45,2004,7.32,8.6,0.0
