Species,Temperature (°C),Soil Moisture (%),Altitude (m),Soil pH,Light Hours,Germination Rate (%)
Pinus hartwegii,16.62,20.08,608,5.27,13.36,0.0
Pinus hartwegii,22.94,51.18,1501,7.74,12.7,1.03
Pinus hartwegii,25.49,24.61,1957,7.47,5.09,0.0
Pinus hartwegii,15.7,59.79,445,7.52,11.51,0.01
Pinus hartwegii,12.36,18.85,1934,6.48,11.55,0.0
Pinus hartwegii,22.95,77.12,2273,6.63,4.33,0.0
Pinus hartwegii,24.36,81.55,339,7.25,9.36,0.13
Pinus hartwegii,26.46,37.95,2139,6.05,8.12,0.13
Pinus hartwegii,34.34,57.38,1131,5.24,15.82,0.48
Pinus hartwegii,37.04,94.97,436,7.21,8.09,0.0
Pinus hartwegii,11.36,72.86,1010,7.31,10.96,0.0
Pinus hartwegii,11.39,20.93,1067,5.86,15.9,0.0
Pinus hartwegii,23.83,12.8,2078,7.42,13.66,0.01
Pinus hartwegii,15.92,22.12,469,7.79,8.65,0.0
Pinus hartwegii,33.07,64.11,869,6.1,10.41,3.8
Pinus hartwegii,36.15,21.04,628,8.05,9.84,0.0
Pinus hartwegii,34.56,27.04,1890,6.32,12.03,0.28
Pinus hartwegii,35.46,56.57,1728,8.42,13.36,0.01
Pinus hartwegii,34.16,73.3,1558,5.87,4.03,0.0
Pinus hartwegii,14.25,27.21,1425,6.48,7.43,0.0
Pinus hartwegii,19.06,76.83,1030,6.14,11.4,0.44
Pinus hartwegii,29.49,34.5,1703,6.76,15.52,7.28
Pinus hartwegii,14.25,96.83,1360,5.37,11.18,0.0
Pinus hartwegii,26.33,82.79,2250,6.52,12.03,7.33
Pinus hartwegii,11.84,72.55,2472,5.33,10.8,0.0
Pinus hartwegii,26.25,52.3,1556,7.11,12.74,28.48
Pinus hartwegii,39.38,80.44,1803,5.57,10.72,0.01
Pinus hartwegii,11.25,37.08,1612,6.7,14.17,0.0
Pinus hartwegii,27.76,51.87,575,6.49,4.27,0.0
Pinus hartwegii,25.16,41.65,1435,5.3,13.01,1.22
Pinus hartwegii,25.84,65.61,451,6.32,5.78,0.01
Pinus hartwegii,37.25,11.11,1229,5.67,15.74,0.0
Pinus hartwegii,34.02,70.08,1180,8.01,11.41,0.07
Pinus hartwegii,29.59,68.3,1253,6.56,12.56,53.34
Pinus hartwegii,13.91,73.24,1266,8.11,6.8,0.0
Pinus hartwegii,23.27,23.52,1730,6.72,8.78,0.02
Pinus hartwegii,28.12,20.4,1780,6.42,10.54,0.14
Pinus hartwegii,28.43,37.61,1851,6.89,14.04,13.66
Pinus hartwegii,10.19,34.92,974,6.49,10.38,0.0
Pinus hartwegii,37.72,30.03,2154,7.44,6.02,0.0
Pinus hartwegii,36.46,47.07,862,7.18,9.15,0.05
Pinus hartwegii,27.75,49.2,1441,5.22,15.92,1.6
Pinus hartwegii,31.19,40.51,1901,5.42,14.43,1.66
Pinus hartwegii,22.95,32.6,424,7.07,11.59,0.4
Pinus hartwegii,10.04,17.91,2353,6.41,14.75,0.0
Pinus hartwegii,27.54,67.36,2305,5.08,12.24,0.68
Pinus hartwegii,29.11,19.92,2264,7.33,10.88,0.03
Pinus hartwegii,26.46,45.4,1809,5.59,5.11,0.0
Pinus hartwegii,23.35,97.91,2397,7.59,9.88,0.0
Pinus hartwegii,38.32,51.71,2260,6.46,9.94,0.09
Pinus hartwegii,19.29,15.74,2383,7.88,8.79,0.0
Pinus hartwegii,35.19,22.23,2179,6.8,9.16,0.0
Pinus hartwegii,33.16,45.22,1912,5.53,5.23,0.0
Pinus hartwegii,36.54,68.7,1173,7.97,10.16,0.01
Pinus hartwegii,37.33,40.25,2159,6.8,9.55,0.04
Pinus hartwegii,21.22,75.72,1307,6.83,4.11,0.0
Pinus hartwegii,35.66,40.97,1013,5.13,11.59,0.03
Pinus hartwegii,29.41,59.51,2018,5.2,9.27,0.16
Pinus hartwegii,16.49,49.09,530,7.82,13.61,0.01
Pinus hartwegii,10.29,37.95,1122,7.21,13.29,0.0
Pinus hartwegii,24.63,68.02,1588,6.09,11.69,18.58
Pinus hartwegii,10.3,16.88,977,7.41,15.7,0.0
Pinus hartwegii,36.75,33.88,1601,8.04,7.29,0.0
Pinus hartwegii,33.53,49.34,1722,7.96,12.12,0.18
Pinus hartwegii,25.38,95.25,897,5.65,15.48,0.2
Pinus hartwegii,34.76,61.76,1592,6.46,10.46,3.17
Pinus hartwegii,35.64,41.69,2434,5.58,15.23,0.28
Pinus hartwegii,29.41,32.56,1337,8.42,10.98,0.0
Pinus hartwegii,13.38,53.41,1553,5.37,6.61,0.0
Pinus hartwegii,28.58,19.4,2391,5.13,15.96,0.0
Pinus hartwegii,10.51,28.31,504,6.41,10.09,0.0
Pinus hartwegii,27.81,66.57,1071,6.19,11.73,33.81
Pinus hartwegii,39.54,53.66,1564,7.88,8.29,0.0
Pinus hartwegii,38.26,37.19,1176,6.2,5.83,0.0
Pinus hartwegii,24.23,77.49,421,6.36,5.51,0.0
Pinus hartwegii,13.56,65.98,1475,7.45,11.58,0.0
Pinus hartwegii,29.1,91.97,1758,7.16,15.16,1.22
Pinus hartwegii,10.45,57.36,1574,5.3,6.15,0.0
Pinus hartwegii,32.3,36.4,456,7.57,13.28,0.38
Pinus hartwegii,10.88,62.23,880,8.22,6.17,0.0
Pinus hartwegii,19.51,63.24,2179,7.82,11.8,0.06
Pinus hartwegii,23.18,98.81,1366,6.52,15.99,0.19
Pinus hartwegii,15.46,97.82,2226,5.17,4.23,0.0
Pinus hartwegii,32.49,21.61,2050,6.37,6.77,0.0
Pinus hartwegii,27.18,44.67,2167,6.11,14.62,24.5
Pinus hartwegii,24.54,12.78,1364,6.56,7.15,0.0
Pinus hartwegii,38.65,82.41,1185,7.82,6.35,0.0
Pinus hartwegii,36.5,38.48,2105,5.5,12.98,0.11
Pinus hartwegii,37.92,86.45,1433,8.49,15.1,0.0
Pinus hartwegii,23.97,60.53,592,7.0,8.28,0.32
Pinus hartwegii,31.09,18.5,1453,6.37,5.55,0.0
Pinus hartwegii,18.53,27.34,1508,7.35,13.03,0.02
Pinus hartwegii,22.23,98.38,520,5.35,14.68,0.01
Pinus hartwegii,21.98,78.58,748,6.67,4.0,0.0
Pinus hartwegii,33.52,36.9,1758,5.18,4.68,0.0
Pinus hartwegii,33.58,69.36,1223,7.0,9.74,1.26
Pinus hartwegii,17.37,70.9,2309,6.27,8.84,0.01
Pinus hartwegii,11.09,27.55,1161,8.35,15.56,0.0
Pinus hartwegii,15.13,82.9,1191,6.02,14.08,0.01
Pinus hartwegii,12.99,37.97,928,6.41,6.03,0.0
Pinus hartwegii,19.32,72.63,2049,7.84,13.56,0.06
Pinus hartwegii,28.92,65.98,1357,5.16,8.2,0.04
Pinus hartwegii,29.26,52.17,1321,5.87,9.15,1.78
Pinus hartwegii,11.11,14.43,2382,6.88,10.87,0.0
Pinus hartwegii,36.31,92.01,772,6.87,4.97,0.0
Pinus hartwegii,22.45,87.74,1774,5.53,7.11,0.0
Pinus hartwegii,12.0,53.91,932,7.75,10.61,0.0
Pinus hartwegii,27.3,96.05,1008,6.37,12.72,1.04
Pinus hartwegii,19.09,55.53,1943,6.4,12.82,2.67
Pinus hartwegii,34.25,33.22,1715,6.01,6.64,0.0
Pinus hartwegii,13.25,19.07,640,8.32,12.22,0.0
Pinus hartwegii,38.35,93.13,523,7.74,15.99,0.0
Pinus hartwegii,31.83,11.67,1259,7.31,8.51,0.0
Pinus hartwegii,33.73,46.43,360,5.23,10.32,0.05
Pinus hartwegii,28.33,30.79,748,5.63,10.6,0.24
Pinus hartwegii,25.59,15.81,922,8.15,7.27,0.0
Pinus hartwegii,26.7,36.13,1995,8.2,5.77,0.0
Pinus hartwegii,28.01,46.33,321,6.84,9.66,1.77
Pinus hartwegii,33.21,27.29,1032,6.5,7.42,0.0
Pinus hartwegii,10.02,93.06,1891,8.48,8.67,0.0
Pinus hartwegii,30.35,34.94,1371,7.18,9.87,0.5
Pinus hartwegii,21.13,92.53,400,6.67,11.34,0.09
Pinus hartwegii,23.35,93.75,328,6.9,8.81,0.01
Pinus hartwegii,26.26,23.29,1320,6.51,5.46,0.0
Pinus hartwegii,20.74,84.06,1697,7.79,13.29,0.06
Pinus hartwegii,26.76,75.86,1512,8.0,11.32,0.19
Pinus hartwegii,19.37,26.06,600,7.69,4.3,0.0
Pinus hartwegii,10.75,46.27,482,6.37,12.37,0.0
Pinus hartwegii,18.86,18.88,318,8.44,4.19,0.0
Pinus hartwegii,31.89,69.12,488,5.67,10.14,0.86
Pinus hartwegii,13.37,64.58,696,6.72,4.23,0.0
Pinus hartwegii,33.36,64.44,649,7.53,9.04,0.1
Pinus hartwegii,34.03,85.15,733,7.08,10.51,0.23
Pinus hartwegii,14.68,44.85,1452,6.98,12.78,0.02
Pinus hartwegii,27.61,95.67,1123,5.54,14.53,0.24
Pinus hartwegii,33.91,32.73,1235,8.23,7.97,0.0
Pinus hartwegii,32.42,31.0,795,7.95,13.97,0.03
Pinus hartwegii,11.81,82.81,2019,8.26,8.72,0.0
Pinus hartwegii,11.46,97.6,1919,8.19,6.39,0.0
Pinus hartwegii,32.65,15.15,1192,6.06,4.57,0.0
Pinus hartwegii,29.58,80.38,1344,7.79,12.68,0.69
Pinus hartwegii,25.26,63.16,2345,6.5,9.63,4.24
Pinus hartwegii,22.59,57.94,448,5.48,13.66,1.83
Pinus hartwegii,35.3,17.47,2422,5.44,12.45,0.0
Pinus hartwegii,21.14,83.54,464,5.76,15.3,0.35
Pinus hartwegii,28.16,67.07,2441,5.91,5.06,0.0
Pinus hartwegii,36.41,74.11,1828,6.84,8.26,0.04
Pinus hartwegii,27.94,65.95,2470,6.91,8.58,0.91
Pinus hartwegii,24.59,49.61,904,6.6,4.62,0.0
Pinus hartwegii,15.77,56.73,1681,7.69,9.62,0.0
Pinus hartwegii,23.75,66.12,2346,6.37,9.82,2.97
Pinus hartwegii,13.59,25.43,787,5.43,10.75,0.0
Pinus hartwegii,37.94,53.64,2113,8.08,12.73,0.01
Pinus hartwegii,21.84,66.88,1130,5.74,12.21,3.5
Pinus hartwegii,32.91,68.65,515,6.73,11.22,5.53
Pinus hartwegii,26.51,44.98,1024,7.95,10.34,0.11
Pinus hartwegii,20.34,67.3,1519,5.84,15.68,2.27
Pinus hartwegii,13.97,26.45,358,6.69,15.76,0.0
Pinus hartwegii,32.43,46.64,1241,7.95,15.26,0.3
Pinus hartwegii,32.8,52.14,2319,6.28,13.36,18.18
Pinus hartwegii,11.83,17.74,1585,7.86,9.34,0.0
Pinus hartwegii,15.13,57.26,2199,7.54,8.48,0.0
Pinus hartwegii,31.32,18.37,719,6.02,8.11,0.0
Pinus hartwegii,31.49,23.28,1647,8.28,14.65,0.0
Pinus hartwegii,22.64,97.12,2185,6.03,13.31,0.17
Pinus hartwegii,22.93,62.98,1092,5.22,6.95,0.0
Pinus hartwegii,14.93,69.81,1796,7.14,5.68,0.0
Pinus hartwegii,13.6,85.64,1295,7.92,6.22,0.0
Pinus hartwegii,29.46,62.16,707,8.02,11.49,0.28
Pinus hartwegii,32.26,59.83,378,8.31,11.59,0.02
Pinus hartwegii,11.22,99.92,1122,8.47,13.46,0.0
Pinus hartwegii,17.16,68.92,2234,6.42,8.42,0.01
Pinus hartwegii,24.54,55.03,894,7.89,9.82,0.11
Pinus hartwegii,26.05,78.46,1867,5.36,6.55,0.0
Pinus hartwegii,29.31,87.11,1272,6.12,8.2,0.1
Pinus hartwegii,28.74,77.34,884,5.71,13.16,7.78
Pinus hartwegii,31.31,93.33,1029,5.19,6.2,0.0
Pinus hartwegii,16.04,44.56,536,5.71,14.18,0.02
Pinus hartwegii,38.94,70.36,1486,6.56,11.24,0.2
Pinus hartwegii,38.83,65.91,1962,7.77,15.79,0.02
Pinus hartwegii,16.54,65.93,322,6.59,7.09,0.0
Pinus hartwegii,14.44,67.68,1735,7.63,4.09,0.0
Pinus hartwegii,33.34,49.19,1483,6.75,7.39,0.08
Pinus hartwegii,24.88,54.13,2332,7.74,11.55,0.84
Pinus hartwegii,25.52,26.85,349,7.0,14.51,0.6
Pinus hartwegii,17.19,30.2,1296,6.68,11.92,0.03
Pinus hartwegii,33.0,87.58,2442,8.39,9.81,0.0
Pinus hartwegii,25.32,89.0,905,5.52,4.05,0.0
Pinus hartwegii,29.04,70.34,1450,7.17,12.18,18.17
Pinus hartwegii,18.96,39.51,1396,6.34,7.05,0.0
Pinus hartwegii,17.76,71.55,764,5.83,12.8,0.22
Pinus hartwegii,36.34,75.02,1980,5.95,6.71,0.0
Pinus hartwegii,15.01,51.97,1648,7.56,10.96,0.0
Pinus hartwegii,22.98,81.11,1346,8.22,7.16,0.0
Pinus hartwegii,18.51,36.27,1443,7.88,14.68,0.01
Pinus hartwegii,22.18,13.18,488,7.38,15.35,0.0
Pinus hartwegii,26.23,88.48,344,7.47,5.04,0.0
Pinus hartwegii,20.95,79.83,2108,6.24,13.61,2.56
Pinus hartwegii,16.55,85.75,1301,7.53,7.14,0.0
Pinus hartwegii,21.9,56.76,1789,6.36,8.75,0.61
Pinus hartwegii,33.2,34.72,2338,5.24,14.61,0.11
Pinus hartwegii,32.31,93.6,2429,7.63,12.82,0.05
Pinus hartwegii,36.51,98.36,659,7.23,11.53,0.0
Pinus hartwegii,23.69,42.53,2045,7.4,14.42,2.81
Pinus hartwegii,26.95,31.25,548,5.43,10.15,0.06
Pinus hartwegii,20.81,18.01,2182,7.12,14.02,0.01
Pinus hartwegii,30.01,37.88,2448,5.95,13.1,5.0
Pinus hartwegii,20.57,58.47,301,6.92,11.84,1.68
Pinus hartwegii,13.21,36.79,603,6.18,8.38,0.0
Pinus hartwegii,33.58,53.69,1660,8.1,6.26,0.0
Pinus hartwegii,30.7,64.64,939,5.33,14.83,3.35
Pinus hartwegii,12.23,89.77,1198,5.64,9.37,0.0
Pinus hartwegii,21.36,11.49,1509,7.63,9.15,0.0
Pinus hartwegii,23.04,40.32,620,5.14,4.04,0.0
Pinus hartwegii,22.8,78.45,1546,8.11,6.14,0.0
Pinus hartwegii,37.11,94.88,1735,7.99,4.25,0.0
Pinus hartwegii,33.34,21.45,500,7.37,11.14,0.01
Pinus hartwegii,24.51,87.99,1846,8.25,4.27,0.0
Pinus hartwegii,16.13,90.07,1208,6.49,8.28,0.0
Pinus hartwegii,18.52,29.79,585,6.82,8.69,0.0
Pinus hartwegii,19.04,83.96,1515,8.41,7.51,0.0
Pinus hartwegii,32.55,24.23,773,5.17,13.75,0.01
Pinus hartwegii,20.6,12.47,1752,6.64,5.18,0.0
Pinus hartwegii,14.89,16.11,1711,6.62,9.24,0.0
Pinus hartwegii,14.24,20.97,857,6.28,14.17,0.0
Pinus hartwegii,20.74,69.17,2488,6.42,7.08,0.01
Pinus hartwegii,11.36,15.35,510,6.41,4.77,0.0
Pinus hartwegii,31.49,28.97,2053,6.88,13.8,1.71
Pinus hartwegii,19.01,16.15,1868,6.18,15.83,0.0
Pinus hartwegii,23.56,71.96,427,6.33,6.59,0.01
Pinus hartwegii,13.65,54.73,810,6.82,5.52,0.0
Pinus hartwegii,37.3,47.3,1485,7.45,7.27,0.0
Pinus hartwegii,32.09,94.91,1811,7.11,10.03,0.06
Pinus hartwegii,23.31,73.86,541,7.49,14.87,1.6
Pinus hartwegii,36.03,73.33,1209,7.57,10.57,0.09
Pinus hartwegii,22.53,86.83,1104,5.08,13.49,0.05
Pinus hartwegii,38.93,58.04,1563,7.51,8.34,0.0
Pinus hartwegii,29.19,95.84,2037,7.91,11.22,0.01
Pinus hartwegii,38.94,90.75,674,6.49,8.0,0.0
Pinus hartwegii,33.55,26.49,2015,8.12,11.41,0.0
Pinus hartwegii,19.51,82.54,2170,6.23,7.97,0.01
Pinus hartwegii,10.77,90.41,1501,5.25,9.81,0.0
Pinus hartwegii,16.74,65.9,1334,6.66,11.71,0.24
Pinus hartwegii,35.01,82.58,701,5.25,6.41,0.0
Pinus hartwegii,35.68,80.95,976,6.06,6.48,0.0
Pinus hartwegii,26.07,71.03,1453,6.18,14.78,43.62
Pinus hartwegii,11.04,23.98,792,6.2,9.29,0.0
Pinus hartwegii,33.01,94.47,1241,5.97,11.79,0.24
Pinus hartwegii,38.01,98.6,685,8.22,7.1,0.0
Pinus hartwegii,32.37,96.77,1565,6.64,11.79,0.32
Pinus hartwegii,34.87,43.68,1177,6.69,12.11,3.47
Pinus hartwegii,27.63,61.94,1556,7.46,7.01,0.03
Pinus hartwegii,20.77,83.06,336,5.39,5.57,0.0
Pinus hartwegii,30.25,47.21,2206,7.2,9.49,1.04
Pinus hartwegii,23.75,74.23,1417,5.19,7.63,0.01
Pinus hartwegii,10.51,12.49,785,6.2,11.8,0.0
Pinus hartwegii,34.28,65.61,1793,6.1,8.26,0.2
Pinus hartwegii,27.44,74.91,833,6.68,10.6,8.14
Pinus hartwegii,19.59,16.46,1057,8.18,6.28,0.0
Pinus hartwegii,34.06,49.08,1504,7.32,6.78,0.01
Pinus hartwegii,35.35,21.47,1467,6.49,12.23,0.06
Pinus hartwegii,25.55,65.88,1234,6.11,4.96,0.0
Pinus hartwegii,25.46,38.9,1164,5.21,7.99,0.01
Pinus hartwegii,28.26,74.46,517,8.36,7.35,0.0
Pinus hartwegii,28.51,72.24,2483,7.48,13.05,4.39
Pinus hartwegii,15.77,20.93,1041,8.16,13.81,0.0
Pinus hartwegii,11.47,96.73,2010,5.58,6.56,0.0
Pinus hartwegii,34.85,13.16,2310,6.38,6.42,0.0
Pinus hartwegii,25.37,31.23,1590,6.62,6.14,0.0
Pinus hartwegii,26.0,66.83,1563,7.72,6.17,0.0
Pinus hartwegii,27.11,20.89,2329,6.71,15.47,0.33
Pinus hartwegii,21.83,20.79,1624,5.05,14.2,0.0
Pinus hartwegii,35.52,11.33,2037,7.21,6.97,0.0
Pinus hartwegii,31.87,54.56,641,5.25,8.8,0.05
Pinus hartwegii,35.37,86.7,1233,7.14,4.01,0.0
Pinus hartwegii,11.69,30.59,2072,5.63,14.05,0.0
Pinus hartwegii,12.25,65.98,2030,8.16,4.01,0.0
Pinus hartwegii,15.12,11.89,1616,5.21,12.94,0.0
Pinus hartwegii,25.87,89.89,2095,6.64,9.1,0.18
Pinus hartwegii,35.5,61.01,2431,7.67,7.94,0.0
Pinus hartwegii,13.53,21.58,324,8.41,13.91,0.0
Pinus hartwegii,35.27,57.51,1096,6.89,14.55,7.24
Pinus hartwegii,11.47,97.78,786,6.5,14.86,0.0
Pinus hartwegii,35.82,14.47,1641,5.09,4.75,0.0
Pinus hartwegii,22.03,82.58,1892,6.55,8.31,0.07
Pinus hartwegii,36.73,23.33,1725,6.74,7.83,0.0
Pinus hartwegii,21.7,10.02,1252,6.34,16.0,0.0
Pinus hartwegii,32.12,91.34,1524,6.42,6.1,0.0
Pinus hartwegii,12.75,54.46,2481,7.47,5.32,0.0
Pinus hartwegii,14.51,50.71,1372,5.74,14.79,0.01
Pinus hartwegii,31.46,50.0,571,7.73,5.22,0.0
Pinus hartwegii,10.27,74.12,1849,5.28,9.9,0.0
Pinus hartwegii,30.0,73.13,1973,7.66,13.03,2.56
Pinus hartwegii,35.24,82.69,2336,7.82,10.27,0.01
Pinus hartwegii,12.23,40.71,556,7.58,10.4,0.0
Pinus hartwegii,18.6,53.02,1552,8.09,13.27,0.01
Pinus hartwegii,38.43,73.76,1423,7.83,6.98,0.0
Pinus hartwegii,11.14,87.84,975,5.36,8.05,0.0
Pinus hartwegii,22.49,82.26,1526,7.06,14.86,2.87
Pinus hartwegii,24.9,95.1,1601,6.61,9.01,0.06
Pinus hartwegii,29.95,49.06,1657,8.46,10.42,0.01
Pinus hartwegii,18.71,99.01,1763,6.84,6.17,0.0
Pinus hartwegii,10.24,14.97,2212,6.75,5.59,0.0
Pinus hartwegii,35.36,24.53,2100,6.1,8.93,0.0
Pinus hartwegii,26.46,52.07,682,6.57,13.08,43.79
Pinus hartwegii,25.82,13.67,748,6.15,14.29,0.05
Pinus hartwegii,14.27,93.35,2412,6.74,6.06,0.0
Pinus hartwegii,39.77,56.27,1229,7.69,13.85,0.02
Pinus hartwegii,27.73,81.6,2070,7.99,14.21,0.21
Pinus hartwegii,35.61,70.03,2347,6.75,11.36,1.62
Pinus hartwegii,33.57,61.36,719,5.32,14.89,1.08
Pinus hartwegii,18.11,66.6,1530,5.89,5.18,0.0
Pinus hartwegii,19.4,92.27,508,5.84,11.65,0.02
Pinus hartwegii,19.5,49.5,2039,6.14,13.31,2.24
Pinus hartwegii,32.85,25.39,1380,6.34,4.08,0.0
Pinus hartwegii,39.47,37.25,368,5.41,6.49,0.0
Pinus hartwegii,19.44,72.66,351,8.24,8.04,0.0
Pinus hartwegii,24.73,70.26,1500,8.5,5.1,0.0
Pinus hartwegii,36.9,61.2,945,8.47,6.07,0.0
Pinus hartwegii,25.86,54.45,1897,7.02,13.71,39.36
Pinus hartwegii,24.57,79.42,938,6.52,15.89,9.71
Pinus hartwegii,32.65,29.86,2487,6.15,8.45,0.02
Pinus hartwegii,23.74,98.19,1808,7.54,6.03,0.0
Pinus hartwegii,28.06,83.37,1879,5.75,4.65,0.0
Pinus hartwegii,29.11,39.91,2365,7.29,14.9,4.31
Pinus hartwegii,24.7,22.49,1896,6.94,11.49,0.2
Pinus hartwegii,19.55,48.6,1460,7.73,5.93,0.0
Pinus hartwegii,16.92,97.89,590,6.72,5.19,0.0
Pinus hartwegii,36.43,50.74,905,7.58,4.53,0.0
Pinus hartwegii,17.95,44.46,1742,7.53,7.06,0.0
Pinus hartwegii,32.84,47.93,1002,8.19,12.87,0.06
Pinus hartwegii,33.53,97.62,1638,5.42,11.9,0.02
Pinus hartwegii,31.57,97.82,1986,6.74,8.66,0.01
Pinus hartwegii,11.6,91.32,760,5.12,12.91,0.0
Pinus hartwegii,25.63,83.13,2315,7.94,14.23,0.15
Pinus hartwegii,19.72,13.04,1490,7.11,5.22,0.0
Pinus hartwegii,14.02,29.84,510,5.91,10.82,0.0
Pinus hartwegii,20.3,99.78,2339,7.53,15.03,0.0
Pinus hartwegii,12.7,26.79,1389,7.08,10.98,0.0
Pinus hartwegii,12.92,45.2,798,7.26,7.41,0.0
Pinus hartwegii,39.54,60.72,587,8.5,9.07,0.0
Pinus hartwegii,16.14,43.17,1406,6.57,12.69,0.1
Pinus hartwegii,33.4,85.96,742,5.83,15.37,0.79
Pinus hartwegii,34.2,73.57,1210,6.86,13.72,8.38
Pinus hartwegii,31.57,62.55,1425,6.37,11.67,28.47
Pinus hartwegii,29.53,50.74,699,7.94,13.79,0.75
Pinus hartwegii,28.8,58.18,515,7.54,12.45,4.47
Pinus hartwegii,12.65,91.64,1924,5.71,4.12,0.0
Pinus hartwegii,35.98,61.76,563,7.61,14.15,0.37
Pinus hartwegii,22.9,46.07,1093,6.86,11.03,4.27
Pinus hartwegii,15.19,23.71,2427,6.6,7.67,0.0
Pinus hartwegii,11.53,11.22,317,5.49,5.7,0.0
Pinus hartwegii,23.19,64.69,1878,6.75,5.42,0.0
Pinus hartwegii,29.8,76.15,2394,6.25,12.23,13.87
Pinus hartwegii,38.79,94.74,387,7.59,8.65,0.0
Pinus hartwegii,36.79,89.91,958,7.17,7.59,0.0
