Species,Temperature (°C),Soil Moisture (%),Altitude (m),Soil pH,Light Hours,Germination Rate (%)
Rhododendron arboreum,20.77,76.53,2781,5.11,8.55,0.68
Rhododendron arboreum,11.89,57.64,2649,5.36,10.85,3.09
Rhododendron arboreum,15.55,45.64,1740,5.13,11.42,0.12
Rhododendron arboreum,22.38,50.45,3576,4.85,5.57,0.0
Rhododendron arboreum,8.31,42.04,2492,5.37,10.18,0.04
Rhododendron arboreum,17.79,56.86,2078,5.96,5.0,3.74
Rhododendron arboreum,9.79,55.01,3534,5.01,5.29,0.04
Rhododendron arboreum,9.34,70.6,1563,6.12,6.27,0.73
Rhododendron arboreum,14.2,80.64,3390,5.76,9.82,4.45
Rhododendron arboreum,23.57,70.05,2965,6.1,7.65,0.14
Rhododendron arboreum,24.06,42.72,3260,6.31,4.59,0.0
Rhododendron arboreum,9.76,86.37,3380,6.5,10.14,0.03
Rhododendron arboreum,21.17,74.42,2486,6.44,11.45,0.06
Rhododendron arboreum,15.49,87.38,2815,6.06,7.43,5.21
Rhododendron arboreum,14.12,77.58,3064,5.71,9.3,18.37
Rhododendron arboreum,19.08,46.13,3041,5.53,5.71,0.74
Rhododendron arboreum,18.92,69.75,2331,4.61,4.7,0.03
Rhododendron arboreum,11.27,71.44,3060,5.6,11.11,1.8
Rhododendron arboreum,5.91,52.12,2666,4.57,4.22,0.0
Rhododendron arboreum,7.57,45.35,1939,5.21,4.17,0.0
Rhododendron arboreum,22.34,74.4,2633,5.73,6.16,0.39
Rhododendron arboreum,17.91,74.37,3309,4.93,9.4,0.8
Rhododendron arboreum,17.88,42.61,2109,5.76,8.82,2.91
Rhododendron arboreum,8.17,43.01,2906,5.21,8.94,0.05
Rhododendron arboreum,21.56,74.17,3101,4.74,9.48,0.02
Rhododendron arboreum,6.61,43.75,1607,5.07,6.75,0.0
Rhododendron arboreum,12.97,52.66,3063,4.57,4.47,0.01
Rhododendron arboreum,15.04,48.43,2993,6.29,9.54,4.97
Rhododendron arboreum,7.64,66.1,1863,5.72,4.01,0.02
Rhododendron arboreum,24.64,51.97,3297,5.3,5.44,0.0
Rhododendron arboreum,5.28,50.35,3100,4.57,9.6,0.0
Rhododendron arboreum,18.83,57.78,2259,6.22,8.53,11.85
Rhododendron arboreum,22.44,85.5,2733,6.28,9.44,0.04
Rhododendron arboreum,7.02,69.76,2257,5.88,10.26,0.16
Rhododendron arboreum,7.88,46.46,2084,4.93,5.37,0.0
Rhododendron arboreum,21.5,42.08,1564,6.04,6.79,0.04
Rhododendron arboreum,17.06,57.33,2017,5.55,6.81,23.07
Rhododendron arboreum,6.57,66.32,1766,6.09,11.24,0.01
Rhododendron arboreum,23.33,44.25,1906,5.04,7.21,0.0
Rhododendron arboreum,14.38,42.93,3375,5.6,11.4,0.2
Rhododendron arboreum,8.95,63.26,2929,6.33,9.23,1.22
Rhododendron arboreum,7.27,64.08,2390,5.08,4.39,0.01
Rhododendron arboreum,9.99,64.01,2159,5.56,10.08,3.67
Rhododendron arboreum,24.88,47.46,2513,4.57,11.35,0.0
Rhododendron arboreum,5.05,40.72,3528,5.79,7.72,0.0
Rhododendron arboreum,19.93,66.81,3208,5.01,11.44,0.07
Rhododendron arboreum,24.6,51.5,2784,4.75,4.53,0.0
Rhododendron arboreum,13.18,45.48,3605,6.24,4.51,0.08
Rhododendron arboreum,13.59,85.12,1743,4.66,8.91,0.07
Rhododendron arboreum,11.01,83.48,1648,6.36,8.88,0.6
Rhododendron arboreum,23.42,57.7,1869,5.96,6.72,0.1
Rhododendron arboreum,20.81,80.0,2300,4.55,6.19,0.01
Rhododendron arboreum,5.84,83.26,1765,4.97,8.73,0.0
Rhododendron arboreum,6.12,57.55,2138,4.84,5.73,0.0
Rhododendron arboreum,20.7,70.5,1937,4.57,10.0,0.02
Rhododendron arboreum,16.42,48.28,1854,6.49,5.4,0.59
Rhododendron arboreum,11.33,62.39,2010,4.52,6.65,0.1
Rhododendron arboreum,6.17,80.22,1542,6.43,5.57,0.0
Rhododendron arboreum,5.1,71.25,1571,5.38,5.98,0.0
Rhododendron arboreum,17.62,53.2,2552,4.99,5.51,0.91
Rhododendron arboreum,6.4,76.91,2007,5.26,10.85,0.01
Rhododendron arboreum,23.7,88.33,2145,5.58,8.41,0.01
Rhododendron arboreum,12.27,89.41,1553,5.95,7.94,0.75
Rhododendron arboreum,9.64,45.21,3132,5.22,9.35,0.19
Rhododendron arboreum,12.25,83.53,3285,4.62,4.26,0.0
Rhododendron arboreum,20.82,66.79,2025,4.8,4.94,0.03
Rhododendron arboreum,23.91,53.95,1768,4.85,9.63,0.0
Rhododendron arboreum,21.27,40.18,2231,5.31,7.66,0.08
Rhododendron arboreum,7.85,46.99,1640,5.76,11.0,0.02
Rhododendron arboreum,16.41,75.92,2259,5.76,4.67,3.65
Rhododendron arboreum,5.16,74.66,2304,5.53,10.9,0.0
Rhododendron arboreum,6.4,65.14,2019,5.75,10.79,0.03
Rhododendron arboreum,24.95,74.45,2356,5.66,10.25,0.01
Rhododendron arboreum,11.14,83.91,3056,5.19,7.77,1.03
Rhododendron arboreum,16.79,47.12,2391,5.86,7.97,15.27
Rhododendron arboreum,16.63,76.29,3006,6.31,8.28,13.18
Rhododendron arboreum,16.04,56.0,3271,5.42,9.66,9.24
Rhododendron arboreum,17.73,69.97,3318,4.97,6.9,1.7
Rhododendron arboreum,13.91,72.05,2059,5.55,4.82,4.72
Rhododendron arboreum,15.01,70.7,3231,5.49,7.15,25.47
Rhododendron arboreum,20.68,69.35,3043,4.88,5.97,0.13
Rhododendron arboreum,22.44,76.09,2258,4.51,10.52,0.0
Rhododendron arboreum,13.49,64.2,1829,6.08,9.98,14.43
Rhododendron arboreum,12.87,86.88,1946,5.43,11.99,0.08
Rhododendron arboreum,19.41,66.97,3671,6.13,9.64,1.19
Rhododendron arboreum,6.11,87.13,2641,6.09,7.41,0.01
Rhododendron arboreum,7.51,44.68,3034,5.64,10.69,0.02
Rhododendron arboreum,18.63,68.75,2134,5.72,9.71,13.78
Rhododendron arboreum,20.06,41.57,3498,5.8,5.56,0.06
Rhododendron arboreum,18.09,75.15,2833,5.5,9.58,10.23
Rhododendron arboreum,7.49,71.16,1820,5.8,4.1,0.02
Rhododendron arboreum,22.55,51.94,3591,4.64,6.44,0.0
Rhododendron arboreum,13.34,45.54,2419,5.66,5.83,3.96
Rhododendron arboreum,8.18,84.68,3655,5.12,7.64,0.01
Rhododendron arboreum,19.77,68.71,1604,6.48,7.2,1.02
Rhododendron arboreum,20.57,61.57,1769,5.68,10.64,0.76
Rhododendron arboreum,19.16,46.95,2130,5.7,5.32,0.81
Rhododendron arboreum,19.04,58.69,1782,4.53,11.6,0.0
Rhododendron arboreum,5.05,62.87,1774,5.2,9.19,0.0
Rhododendron arboreum,14.11,67.15,1846,5.76,4.13,1.8
Rhododendron arboreum,21.99,83.99,3197,4.63,5.14,0.0
Rhododendron arboreum,16.06,64.69,2984,6.06,5.72,17.04
Rhododendron arboreum,13.91,79.8,2444,6.14,6.67,14.15
Rhododendron arboreum,19.34,40.81,1556,6.38,5.5,0.03
Rhododendron arboreum,12.05,73.04,1685,4.61,10.77,0.03
Rhododendron arboreum,23.39,55.77,2206,5.06,7.82,0.04
Rhododendron arboreum,11.55,46.17,2629,5.02,6.86,0.72
Rhododendron arboreum,10.92,64.49,2046,5.6,8.78,15.28
Rhododendron arboreum,19.41,63.97,1789,6.23,4.22,0.25
Rhododendron arboreum,21.09,84.51,2798,5.22,11.69,0.01
Rhododendron arboreum,19.05,56.85,3687,5.65,10.39,0.72
Rhododendron arboreum,24.41,53.28,1894,5.09,10.24,0.0
Rhododendron arboreum,19.86,60.8,3534,4.75,9.64,0.05
Rhododendron arboreum,10.36,48.8,2627,5.36,7.45,2.39
Rhododendron arboreum,8.23,74.96,2449,5.71,8.31,1.49
Rhododendron arboreum,9.17,60.62,2643,5.84,6.87,4.36
Rhododendron arboreum,11.22,43.25,2223,5.56,4.95,0.28
Rhododendron arboreum,5.71,72.92,2099,5.65,6.13,0.03
Rhododendron arboreum,23.6,44.11,1803,5.58,11.17,0.0
Rhododendron arboreum,6.42,88.7,2994,4.51,10.45,0.0
Rhododendron arboreum,22.07,79.27,1733,6.17,8.83,0.16
Rhododendron arboreum,22.77,49.17,2976,5.1,8.74,0.03
Rhododendron arboreum,21.38,67.95,2061,4.71,11.25,0.01
Rhododendron arboreum,21.35,53.28,2484,5.53,5.34,0.33
Rhododendron arboreum,9.47,50.36,3125,5.81,7.37,1.58
Rhododendron arboreum,20.92,74.45,1727,5.81,11.4,0.13
Rhododendron arboreum,19.47,53.11,2047,6.31,11.72,0.15
Rhododendron arboreum,21.2,84.09,2863,5.81,9.24,0.44
Rhododendron arboreum,7.72,66.29,2550,5.82,4.82,0.15
Rhododendron arboreum,18.84,65.82,2455,5.48,4.91,2.65
Rhododendron arboreum,18.88,43.74,3142,5.06,4.47,0.02
Rhododendron arboreum,23.1,88.68,2113,5.34,8.66,0.01
Rhododendron arboreum,17.66,55.02,2561,4.65,9.37,0.37
Rhododendron arboreum,23.88,58.1,3266,6.22,4.49,0.0
Rhododendron arboreum,21.8,65.07,3221,5.19,9.03,0.29
Rhododendron arboreum,6.38,59.08,1949,5.12,9.14,0.03
Rhododendron arboreum,12.7,45.86,2844,4.67,7.87,0.16
Rhododendron arboreum,23.82,64.92,1712,6.16,4.75,0.01
Rhododendron arboreum,16.29,77.61,3116,4.79,5.44,0.23
Rhododendron arboreum,14.31,81.01,1760,5.94,4.73,1.09
Rhododendron arboreum,19.77,85.91,2498,4.53,8.99,0.01
Rhododendron arboreum,21.13,56.27,3571,4.75,8.92,0.02
Rhododendron arboreum,21.18,77.97,2000,4.8,6.84,0.05
Rhododendron arboreum,21.51,61.98,2506,4.91,6.82,0.2
Rhododendron arboreum,14.14,52.41,2606,6.2,7.14,21.78
Rhododendron arboreum,14.87,62.83,3239,5.53,7.66,35.16
Rhododendron arboreum,7.14,86.58,1632,6.39,10.23,0.0
Rhododendron arboreum,17.64,40.44,2506,5.18,6.28,0.43
Rhododendron arboreum,13.58,84.77,1817,5.9,9.37,4.02
Rhododendron arboreum,9.5,46.8,1929,5.6,9.68,0.51
Rhododendron arboreum,15.49,60.15,3054,5.13,5.92,5.44
Rhododendron arboreum,18.65,43.14,2788,5.25,9.79,0.54
Rhododendron arboreum,7.78,83.01,2728,6.35,4.85,0.01
Rhododendron arboreum,21.33,86.52,3192,6.09,5.77,0.05
Rhododendron arboreum,13.51,59.32,3381,6.45,10.11,2.44
Rhododendron arboreum,7.48,61.39,1583,5.66,10.3,0.09
Rhododendron arboreum,22.38,78.4,3582,5.61,8.75,0.08
Rhododendron arboreum,13.94,64.1,1828,6.15,5.42,7.62
Rhododendron arboreum,12.82,70.75,2739,5.9,10.64,11.04
Rhododendron arboreum,13.62,53.59,1715,5.03,4.75,0.29
Rhododendron arboreum,9.37,75.78,3657,5.7,9.01,0.53
Rhododendron arboreum,22.88,75.66,3035,6.11,5.11,0.03
Rhododendron arboreum,5.58,85.21,2489,4.62,7.76,0.0
Rhododendron arboreum,22.44,81.75,3211,6.19,9.63,0.05
Rhododendron arboreum,5.59,41.97,3061,4.92,4.83,0.0
Rhododendron arboreum,8.75,44.45,3164,5.81,9.92,0.13
Rhododendron arboreum,12.66,49.38,3560,6.46,9.63,0.58
Rhododendron arboreum,10.65,49.84,2896,6.2,8.56,3.21
Rhododendron arboreum,18.46,83.92,3038,6.13,9.37,2.01
Rhododendron arboreum,12.27,51.1,3652,6.44,4.97,0.12
Rhododendron arboreum,15.67,47.27,2129,5.01,4.28,0.11
Rhododendron arboreum,15.97,83.85,2432,5.51,7.19,10.44
Rhododendron arboreum,16.01,45.14,1993,6.36,4.61,0.26
Rhododendron arboreum,17.09,62.13,2968,4.69,6.87,0.79
Rhododendron arboreum,18.63,76.11,2659,6.1,5.07,2.03
Rhododendron arboreum,15.4,60.58,3606,4.86,8.39,1.01
Rhododendron arboreum,7.22,42.86,2363,4.6,9.43,0.0
Rhododendron arboreum,9.16,59.74,3226,5.26,11.98,0.03
Rhododendron arboreum,11.85,51.83,2127,5.6,5.44,3.23
Rhododendron arboreum,24.42,50.26,1504,6.32,5.68,0.0
Rhododendron arboreum,20.23,61.3,2393,6.38,11.26,0.35
Rhododendron arboreum,5.35,57.36,3018,6.02,4.72,0.0
Rhododendron arboreum,18.63,82.51,1773,4.91,8.95,0.26
Rhododendron arboreum,11.99,66.04,3091,6.09,10.49,5.76
Rhododendron arboreum,21.48,46.3,3502,6.04,9.85,0.06
Rhododendron arboreum,22.19,72.34,3472,5.12,8.34,0.08
Rhododendron arboreum,10.58,41.36,2683,6.22,9.73,0.36
Rhododendron arboreum,14.91,63.42,2134,6.19,11.98,1.51
Rhododendron arboreum,10.31,59.75,1567,4.65,6.47,0.04
Rhododendron arboreum,12.67,87.94,3303,5.76,5.04,0.27
Rhododendron arboreum,23.76,63.37,2260,4.6,5.93,0.0
Rhododendron arboreum,19.89,58.86,3217,5.02,11.86,0.03
Rhododendron arboreum,9.43,81.99,2051,4.69,4.68,0.0
Rhododendron arboreum,20.63,77.42,2481,4.69,7.45,0.08
Rhododendron arboreum,12.59,61.32,2505,5.08,8.4,11.23
Rhododendron arboreum,5.9,80.98,1536,6.46,6.62,0.0
Rhododendron arboreum,15.91,41.41,1597,5.05,9.86,0.15
Rhododendron arboreum,11.55,41.88,2322,6.49,4.61,0.05
Rhododendron arboreum,16.95,79.85,2882,4.88,11.37,0.12
Rhododendron arboreum,22.43,45.51,1666,5.19,10.63,0.0
Rhododendron arboreum,23.79,52.83,2255,4.81,10.39,0.0
Rhododendron arboreum,22.89,65.49,2961,6.02,10.64,0.09
Rhododendron arboreum,7.51,71.19,3256,5.5,6.4,0.18
Rhododendron arboreum,24.06,61.86,2416,5.6,7.82,0.12
Rhododendron arboreum,18.85,60.39,2764,5.1,5.06,0.78
Rhododendron arboreum,6.36,87.58,3474,6.33,4.91,0.0
Rhododendron arboreum,10.39,44.44,3054,5.03,10.16,0.08
Rhododendron arboreum,19.43,69.79,2769,5.23,10.41,1.65
Rhododendron arboreum,22.62,76.49,3092,5.72,4.88,0.03
Rhododendron arboreum,7.49,57.61,1565,4.63,5.67,0.0
Rhododendron arboreum,24.93,41.67,3299,6.48,7.15,0.0
Rhododendron arboreum,19.96,46.98,2210,6.27,6.35,0.67
Rhododendron arboreum,19.69,48.3,2729,5.64,11.13,0.42
Rhododendron arboreum,19.3,78.57,3185,5.61,6.45,2.47
Rhododendron arboreum,15.31,43.08,3283,6.49,4.28,0.04
Rhododendron arboreum,21.75,65.24,2359,6.31,9.93,0.5
Rhododendron arboreum,9.47,82.76,3106,5.73,8.92,0.88
Rhododendron arboreum,22.28,58.13,1750,4.7,7.46,0.01
Rhododendron arboreum,21.63,82.6,3534,4.7,6.46,0.0
Rhododendron arboreum,16.45,53.9,1637,4.78,4.99,0.08
Rhododendron arboreum,24.21,79.33,1969,6.19,11.23,0.0
Rhododendron arboreum,15.19,42.54,1922,4.71,5.3,0.02
Rhododendron arboreum,14.62,41.4,2928,4.83,8.11,0.24
Rhododendron arboreum,15.45,78.29,1956,4.8,9.71,0.62
Rhododendron arboreum,13.01,47.93,1723,6.0,9.02,5.15
Rhododendron arboreum,8.39,83.14,3318,5.39,10.31,0.04
Rhododendron arboreum,24.8,50.42,2738,6.08,4.15,0.0
Rhododendron arboreum,19.56,61.64,3043,5.39,7.96,7.0
Rhododendron arboreum,12.66,55.85,2978,5.86,4.46,1.88
Rhododendron arboreum,22.1,67.5,3256,6.22,8.57,0.42
Rhododendron arboreum,18.6,82.49,2956,4.74,10.24,0.06
Rhododendron arboreum,16.36,64.7,2137,5.37,4.88,4.66
Rhododendron arboreum,20.69,64.59,3544,4.85,5.99,0.04
Rhododendron arboreum,17.16,82.53,3185,5.24,10.69,0.57
Rhododendron arboreum,23.0,65.27,2195,4.88,7.6,0.04
Rhododendron arboreum,10.57,55.05,1509,6.4,7.9,1.05
Rhododendron arboreum,6.85,74.99,2715,4.66,10.45,0.0
Rhododendron arboreum,23.54,82.18,3510,4.86,6.26,0.0
Rhododendron arboreum,21.27,54.33,1924,5.29,8.98,0.55
Rhododendron arboreum,20.69,46.43,3192,5.92,7.97,0.66
Rhododendron arboreum,16.8,86.85,3647,5.51,7.61,0.85
Rhododendron arboreum,18.61,44.21,2811,5.54,11.43,0.21
Rhododendron arboreum,22.07,50.12,1530,5.8,5.45,0.04
Rhododendron arboreum,20.16,50.62,2055,5.06,10.51,0.14
Rhododendron arboreum,19.54,67.37,1670,4.76,11.19,0.03
Rhododendron arboreum,24.49,67.04,1639,5.45,11.21,0.0
Rhododendron arboreum,11.95,84.74,1716,5.55,9.33,1.6
Rhododendron arboreum,10.07,66.88,3282,4.65,6.15,0.04
Rhododendron arboreum,17.01,86.92,1542,5.61,11.8,0.07
Rhododendron arboreum,18.97,89.66,2380,5.36,11.58,0.04
Rhododendron arboreum,21.84,71.03,2187,4.98,10.23,0.07
Rhododendron arboreum,16.13,64.56,3104,6.4,4.88,1.99
Rhododendron arboreum,24.36,88.88,2467,6.22,10.29,0.0
Rhododendron arboreum,16.91,66.73,2642,6.07,6.12,26.16
Rhododendron arboreum,6.24,59.85,1634,6.09,10.64,0.01
Rhododendron arboreum,24.57,76.28,3297,5.75,11.64,0.0
Rhododendron arboreum,23.44,59.04,3026,5.4,7.66,0.11
Rhododendron arboreum,14.33,54.96,1782,6.39,5.57,2.59
Rhododendron arboreum,15.31,64.67,2936,4.52,9.29,0.32
Rhododendron arboreum,14.18,76.04,2668,6.29,10.78,4.19
Rhododendron arboreum,18.17,59.4,2682,5.55,9.96,12.81
Rhododendron arboreum,7.71,79.53,2350,5.95,6.66,0.3
Rhododendron arboreum,13.5,59.3,2749,6.25,7.11,28.84
Rhododendron arboreum,16.64,47.37,2406,5.72,9.89,7.42
Rhododendron arboreum,19.4,86.64,2416,5.78,4.34,0.1
Rhododendron arboreum,19.31,62.6,3250,4.82,11.03,0.07
Rhododendron arboreum,20.12,53.76,2810,5.15,5.6,0.43
Rhododendron arboreum,18.56,62.88,2682,5.4,9.52,12.45
Rhododendron arboreum,22.6,46.82,2181,4.62,7.99,0.0
Rhododendron arboreum,21.17,46.44,3168,6.17,11.77,0.01
Rhododendron arboreum,8.89,50.69,2112,5.94,9.6,0.78
Rhododendron arboreum,5.53,45.52,2321,5.43,7.27,0.01
Rhododendron arboreum,9.68,77.62,2301,6.37,7.97,1.61
Rhododendron arboreum,24.21,42.67,2707,5.73,7.74,0.01
Rhododendron arboreum,19.86,47.73,2291,4.93,5.0,0.04
Rhododendron arboreum,7.44,41.43,2198,5.69,9.63,0.03
Rhododendron arboreum,5.04,43.24,2679,4.65,5.62,0.0
Rhododendron arboreum,10.29,87.22,2684,5.99,9.53,0.72
Rhododendron arboreum,11.28,66.72,2298,6.39,8.13,10.25
Rhododendron arboreum,13.14,54.9,2455,5.39,9.92,11.71
Rhododendron arboreum,24.23,88.95,1995,4.67,8.94,0.0
Rhododendron arboreum,14.07,45.66,2297,6.17,4.35,0.45
Rhododendron arboreum,15.9,43.85,3335,5.34,6.31,1.05
Rhododendron arboreum,10.07,42.9,3625,5.03,7.95,0.03
Rhododendron arboreum,20.8,73.76,2164,5.91,6.89,2.88
Rhododendron arboreum,16.69,45.72,1586,5.86,9.79,1.88
Rhododendron arboreum,18.86,83.63,2514,4.56,10.37,0.01
Rhododendron arboreum,23.33,73.26,3548,5.03,10.06,0.0
Rhododendron arboreum,16.26,51.18,2698,5.0,6.34,2.35
Rhododendron arboreum,16.14,77.43,2306,6.17,11.76,1.12
Rhododendron arboreum,12.49,88.72,3083,6.28,10.79,0.2
Rhododendron arboreum,11.41,50.93,3556,5.9,7.46,2.56
Rhododendron arboreum,18.09,41.44,3682,4.95,11.97,0.0
Rhododendron arboreum,18.8,89.33,3279,5.6,9.36,0.41
Rhododendron arboreum,16.89,89.89,1771,5.3,4.33,0.04
Rhododendron arboreum,23.97,76.37,3599,6.19,6.88,0.01
Rhododendron arboreum,23.18,57.8,1811,5.21,6.24,0.03
Rhododendron arboreum,13.09,58.01,1843,4.57,5.52,0.07
Rhododendron arboreum,18.35,82.23,2239,5.89,11.49,0.55
Rhododendron arboreum,24.69,51.71,3327,5.18,4.22,0.0
Rhododendron arboreum,21.69,59.68,1927,5.15,9.44,0.26
Rhododendron arboreum,10.53,67.33,1906,4.66,8.44,0.2
Rhododendron arboreum,13.14,56.27,2668,5.01,9.03,5.61
Rhododendron arboreum,14.85,71.28,2336,4.88,9.52,3.38
Rhododendron arboreum,10.37,88.73,3386,5.49,4.77,0.03
Rhododendron arboreum,5.64,83.03,1642,6.18,9.6,0.0
Rhododendron arboreum,12.79,43.41,3366,4.57,5.69,0.01
Rhododendron arboreum,22.06,45.64,2823,5.22,5.02,0.01
Rhododendron arboreum,8.19,84.95,2679,5.13,5.65,0.02
Rhododendron arboreum,22.04,46.33,1969,6.31,11.24,0.01
Rhododendron arboreum,22.76,79.53,2215,5.56,9.0,0.17
Rhododendron arboreum,18.5,56.55,3521,4.98,5.77,0.24
Rhododendron arboreum,10.62,54.28,2407,4.64,5.18,0.03
Rhododendron arboreum,9.52,70.41,3131,5.03,7.24,0.61
Rhododendron arboreum,6.44,75.33,3462,5.4,6.47,0.02
Rhododendron arboreum,6.55,80.18,3602,4.51,4.71,0.0
Rhododendron arboreum,15.98,79.4,2864,5.95,4.95,3.2
Rhododendron arboreum,8.0,42.9,3282,6.18,4.33,0.0
Rhododendron arboreum,7.78,52.8,1570,6.4,8.95,0.06
Rhododendron arboreum,13.99,67.29,2741,5.42,10.92,7.93
Rhododendron arboreum,6.08,88.52,1983,5.68,4.29,0.0
Rhododendron arboreum,22.08,50.64,2273,5.14,10.68,0.03
Rhododendron arboreum,20.52,74.03,2840,5.6,7.39,4.01
Rhododendron arboreum,11.86,76.92,3261,5.37,6.16,2.64
Rhododendron arboreum,20.43,78.73,1748,5.73,7.06,1.36
Rhododendron arboreum,23.8,52.32,2886,4.64,4.18,0.0
Rhododendron arboreum,7.01,62.33,2269,5.03,10.38,0.02
Rhododendron arboreum,17.21,80.89,2878,5.39,7.12,7.89
Rhododendron arboreum,21.54,69.79,2230,5.69,11.13,0.29
Rhododendron arboreum,7.66,88.74,2114,5.61,5.89,0.02
Rhododendron arboreum,16.36,73.84,2697,4.83,8.06,2.84
Rhododendron arboreum,17.64,84.38,1821,5.67,8.78,3.82
Rhododendron arboreum,18.24,49.88,2242,6.27,4.46,0.38
Rhododendron arboreum,10.9,74.44,1964,5.08,10.98,0.3
Rhododendron arboreum,10.06,55.7,2737,4.82,4.92,0.05
Rhododendron arboreum,8.64,59.07,2649,6.05,5.71,0.82
Rhododendron arboreum,14.02,54.41,3627,5.02,9.17,1.01
Rhododendron arboreum,24.07,66.65,2885,6.38,5.89,0.01
Rhododendron arboreum,12.04,54.21,2606,4.59,11.68,0.01
Rhododendron arboreum,12.12,55.54,3163,5.98,6.17,7.67
Rhododendron arboreum,6.66,73.72,3436,6.17,5.7,0.02
Rhododendron arboreum,7.89,43.59,2531,6.4,11.96,0.0
Rhododendron arboreum,23.68,72.78,2975,6.01,4.21,0.0
Rhododendron arboreum,16.8,81.5,3591,6.25,10.49,0.5
Rhododendron arboreum,18.32,40.41,2526,5.89,8.66,1.78
Rhododendron arboreum,9.39,89.98,2990,5.82,7.81,0.25
Rhododendron arboreum,16.6,73.11,3217,5.88,6.76,19.96
Rhododendron arboreum,20.99,40.69,3056,5.18,4.2,0.0
Rhododendron arboreum,23.28,55.92,1735,5.29,11.65,0.0
Rhododendron arboreum,9.07,88.03,1938,4.83,4.39,0.0
Rhododendron arboreum,20.02,49.82,2792,5.62,11.8,0.14
Rhododendron arboreum,7.53,70.94,3208,5.04,9.04,0.06
Rhododendron arboreum,6.24,75.92,2332,6.03,8.2,0.1
Rhododendron arboreum,21.01,55.5,2245,4.96,11.29,0.03
Rhododendron arboreum,23.95,53.23,2893,5.23,7.63,0.02
Rhododendron arboreum,18.51,43.88,2158,5.73,8.49,3.18
